Opportunity ID,Lost Stage,Country,Close Stage,Channel,Drop,Gender,Close Date,Campus,Interest,Format
0065J00000BRUBL,Personal Interview,Spain,Closed lost,Direct,False,,2022-06-10,RMT,WD,FT
0065J00000Blk3i,Re-applied,Spain,Closed lost,,False,Female,2022-09-21,RMT,UX,PT
0065J00000Blkt5,Technical Interview,Spain,Closed lost,,False,Female,2022-08-18,RMT,UX,PT
0065J00000BllRM,,Spain,Paid Deposit,Paid Search,False,Male,2022-09-05,RMT,WD,PT
0065J00000Blm2D,Technical Interview,Spain,Closed lost,,False,Male,2022-08-30,RMT,WD,FT
0065J00000Blm3p,Technical Interview,Italy,Closed lost,,False,Male,2022-08-17,BCN,WD,FT
0065J00000Blm7w,,Spain,Paid Deposit,Paid Search,True,Male,2022-08-26,RMT,DA,FT
0065J00000Blm8k,,Spain,Paid Deposit,Paid Search,False,,2022-09-23,BCN,UX,PT
0065J00000Blm8l,Re-applied,Spain,Closed lost,,False,Male,2022-09-21,BCN,UX,PT
0065J00000BlmMS,,Spain,Paid Deposit,Direct,False,Male,2022-08-17,BCN,DA,FT
0065J00000BlmNV,,Spain,Paid Deposit,Paid Search,False,Male,2022-08-16,BCN,UX,FT
0065J00000BlmNu,Technical Interview,Spain,Closed lost,,False,Female,2022-08-05,BCN,DA,PT
0065J00000BlmOd,Student Agreement,Spain,Closed lost,,False,Female,2022-09-23,MAD,WD,FT
0065J00000BlmTJ,Re-applied,Spain,Closed lost,,False,Male,2022-09-23,BCN,WD,FT
0065J00000BlmTi,Technical Interview,Spain,Closed lost,Paid Search,False,Female,2022-08-30,RMT,UX,PT
0065J00000Bln2y,Student Agreement,Spain,Closed lost,Organic Search,False,Male,2022-08-25,BCN,UX,PT
0065J00000BlnHo,Student Agreement,Spain,Closed lost,Organic Search,False,Female,2022-09-23,MAD,UX,PT
0065J00000BlnOu,Student Agreement,Spain,Closed lost,Organic Search,False,Male,2022-09-07,RMT,WD,FT
0065J00000BlnRt,Personal Interview,Spain,Closed lost,,False,,2022-08-23,RMT,DA,PT
0065J00000BloOg,Student Agreement,Japan,Closed lost,Email,False,Male,2022-09-22,BCN,WD,PT
0065J00000BloRV,,United Kingdom,Paid Deposit,Direct,False,Male,2022-08-26,BCN,DA,FT
0065J00000Bloah,Personal Interview,Spain,Closed lost,Organic Search,False,,2022-09-23,RMT,WD,FT
0065J00000Blp3t,Personal Interview,Spain,Closed lost,,False,,2022-08-24,RMT,UX,FT
0065J00000Blqol,Technical Interview,Spain,Closed lost,Direct,False,Male,2022-08-05,BCN,WD,FT
0065J00000BlqtC,,Spain,Paid Deposit,,False,Male,2022-08-05,RMT,UX,FT
0065J00000BlqwV,Student Agreement,Spain,Closed lost,Organic Search,False,Male,2022-08-26,RMT,,PT
0065J00000BlrTt,Student Agreement,Spain,Closed lost,Organic Search,False,Female,2022-08-26,MAD,DA,FT
0065J00000BlrcM,Technical Interview,Spain,Closed lost,Email,False,Male,2022-08-08,MAD,DA,FT
0065J00000Blsa7,Student Agreement,Spain,Closed lost,Organic Search,False,Male,2022-10-06,MAD,UX,PT
0065J00000BlsfM,Technical Interview,Spain,Closed lost,Organic Search,False,Male,2022-08-10,MAD,WD,FT
0065J00000BlshS,Student Agreement,Spain,Closed lost,,False,Male,2022-09-23,BCN,UX,FT
0065J00000BlsvA,Personal Interview,Russia,Closed lost,Direct,False,Female,2022-08-18,BCN,WD,FT
0065J00000BltUy,Student Agreement,Spain,Closed lost,Organic Search,False,Male,2022-09-23,MAD,DA,FT
0065J00000Bltje,Technical Interview,Spain,Closed lost,,False,Male,2022-08-10,MAD,WD,FT
0065J00000BlvkP,Personal Interview,Spain,Closed lost,Direct,False,,2022-09-07,BCN,UX,PT
0065J00000Blvss,Technical Interview,Spain,Closed lost,Paid Search,False,Male,2022-08-24,BCN,WD,FT
0065J00000BlweI,Student Agreement,Spain,Closed lost,Direct,False,Male,2022-08-16,MAD,WD,FT
0065J00000Blwfa,Technical Interview,Spain,Closed lost,Paid Search,False,Male,2022-08-18,MAD,DA,FT
0065J00000BlwrY,Re-applied,Spain,Closed lost,Referral,False,Male,2022-08-09,RMT,WD,FT
0065J00000BlxIy,Personal Interview,Spain,Closed lost,Paid Search,False,Male,2022-08-24,BCN,WD,FT
0065J00000BlxLx,Student Agreement,Spain,Closed lost,Organic Search,False,Female,2022-08-24,MAD,DA,FT
0065J00000BlxQ4,Technical Interview,Spain,Closed lost,Email,False,Male,2022-09-07,BCN,DA,PT
0065J00000Blxcj,Technical Interview,Spain,Closed lost,Paid Search,False,Female,2022-08-18,RMT,WD,FT
0065J00000Blyua,,Spain,ISA won on account,Paid Search,False,Male,2022-09-26,MAD,WD,FT
0065J00000Blyyh,,Spain,Paid Deposit,,False,Female,2022-09-13,MAD,WD,FT
0065J00000Blz8m,Re-applied,Spain,Closed lost,Paid Search,False,Female,2022-08-18,MAD,WD,FT
0065J00000Blz8w,,Spain,ISA won on account,Email,True,Male,2022-08-25,RMT,WD,FT
0065J00000Bm03a,,Spain,Paid Deposit,Paid Search,False,Female,2022-09-12,BCN,UX,FT
0065J00000Bm0nw,Re-applied,Spain,Closed lost,Email,False,Male,2022-09-21,RMT,,PT
0065J00000Bm1Ho,Student Agreement,Spain,Closed lost,Paid Search,False,Male,2022-10-24,BCN,WD,PT
0065J00000Bm1aM,Student Agreement,Spain,Closed lost,Organic Search,False,Male,2022-09-07,MAD,DA,FT
0065J00000Bm2JW,,Spain,ISA won on account,Paid Search,False,Male,2022-09-22,MAD,DA,FT
0065J00000Bm3yz,Technical Interview,Spain,Closed lost,Paid Search,False,Male,2022-09-23,RMT,UX,PT
0065J00000Bm3zY,Student Agreement,Spain,Closed lost,Organic Search,False,Male,2022-11-03,RMT,WD,PT
0065J00000Bm42S,Technical Interview,Spain,Closed lost,Organic Search,False,Male,2022-08-22,MAD,WD,FT
0065J00000Bm4FW,,Spain,Paid Deposit,Referral,False,Female,2022-10-06,RMT,WD,FT
0065J00000Bm4IB,Student Agreement,Spain,Closed lost,Paid Search,False,Female,2022-09-07,MAD,DA,PT
0065J00000Bm4eb,,Spain,ISA won on account,Email,False,,2022-09-06,MAD,UX,FT
0065J00000Bm5pQ,Re-applied,Spain,Closed lost,Organic Search,False,,2022-09-21,RMT,WD,FT
0065J00000Bm6gj,Personal Interview,Spain,Closed lost,Other,False,Female,2022-08-25,BCN,DA,FT
0065J00000Bm7Hp,,Spain,Paid Deposit,Direct,False,Male,2022-08-26,BCN,DA,PT
0065J00000Bm7Mk,,Spain,ISA won on account,Organic Search,False,Female,2022-09-05,BCN,UX,FT
0065J00000Bm7hd,Technical Interview,Spain,Closed lost,Email,False,Female,2022-09-23,MAD,DA,PT
0065J00000Bm8MH,,Spain,Paid Deposit,Paid Search,False,Male,2022-09-06,BCN,WD,PT
0065J00000Bm9oC,Personal Interview,Ecuador,Closed lost,Organic Search,False,,2022-09-15,MAD,WD,FT
0065J00000BmAiK,,Spain,Paid Deposit,Paid Search,False,Female,2022-09-26,RMT,DA,PT
0065J00000BmAjr,,Spain,Paid Deposit,Paid Search,False,Female,2022-09-19,MAD,DA,FT
0065J00000BmCMQ,Student Agreement,Spain,Closed lost,Direct,False,Male,2022-09-23,RMT,WD,FT
0065J00000BmCoK,,Spain,Paid Deposit,Organic Search,False,,2022-09-14,MAD,UX,PT
0065J00000BmDl5,Technical Interview,Spain,Closed lost,,False,Male,2022-09-06,MAD,WD,PT
0065J00000BmEK5,,Spain,Paid Deposit,,False,Male,2022-09-23,RMT,WD,FT
0065J00000BmEfS,Student Agreement,Spain,Closed lost,,False,Female,2022-09-23,RMT,DA,PT
0065J00000BmFxh,,Spain,Paid Deposit,Direct,True,Female,2022-09-12,RMT,WD,PT
0065J00000BmGuP,,Spain,ISA won on account,,False,Female,2022-09-26,RMT,DA,PT
0065J00000BmGvm,,Spain,Paid Deposit,Paid Search,False,Female,2022-09-20,RMT,WD,FT
0065J00000BmHMQ,,Spain,Paid Deposit,Paid Search,False,Male,2022-09-30,RMT,WD,PT
0065J00000BmIM1,Technical Interview,Spain,Closed lost,Organic Search,False,Female,2022-09-23,BCN,DA,FT
0065J00000BmKJO,Re-applied,Spain,Closed lost,,False,Female,2022-09-12,RMT,UX,FT
0065J00000BmKK7,Re-applied,Spain,Closed lost,,False,Female,2022-09-12,RMT,UX,FT
0065J00000BmM3w,,Spain,Paid Deposit,,False,Female,2022-11-02,MAD,UX,FT
0065J00000BmM8w,Student Agreement,Spain,Closed lost,Paid Search,False,Female,2022-09-28,RMT,UX,PT
0065J00000BmOdN,,Spain,Paid Deposit,,True,Male,2022-09-30,BCN,UX,FT
0065J00000BmQcW,,Spain,Paid Deposit,,False,Female,2022-09-26,MAD,DA,PT
0065J00000BmRdL,Personal Interview,Nigeria,Closed lost,Email,False,Male,2022-09-26,BCN,DA,FT
0065J00000BmYBp,Student Agreement,Spain,Closed lost,Paid Search,False,Male,2022-09-28,MAD,DA,FT
0065J00000BmfwF,,Spain,Paid Deposit,Organic Search,False,Male,2022-09-28,MAD,DA,FT
0065J00000BmgK2,,Spain,ISA won on account,Paid Search,False,Female,2022-10-31,RMT,WD,PT
0065J00000BmkdK,Technical Interview,Spain,Closed lost,Organic Search,False,Female,2022-10-05,BCN,WD,FT
0065J00000Bmkv9,Student Agreement,Spain,Closed lost,Direct,False,Male,2022-10-24,RMT,,FT
0065J00000Bmkvn,Student Agreement,Spain,Closed lost,Paid Search,False,Male,2022-11-14,RMT,WD,FT
0065J00000BmlkH,Technical Interview,Spain,Closed lost,,False,Male,2022-11-02,RMT,WD,PT
0065J00000Bmlmw,Student Agreement,Spain,Closed lost,Direct,False,Male,2022-10-11,MAD,DA,FT
0065J00000BmmW1,Personal Interview,Germany,Closed lost,,False,,2022-10-24,BCN,UX,FT
0065J00000BmmYl,Student Agreement,Spain,Closed lost,Direct,False,Male,2022-10-11,RMT,UX,PT
0065J00000Bmmfc,Student Agreement,Spain,Closed lost,Paid Search,False,Male,2022-10-24,MAD,WD,FT
0065J00000BmnMg,Student Agreement,Spain,Closed lost,Organic Search,False,Male,2022-10-25,MAD,DA,FT
0065J00000BmnOX,,Spain,ISA won on account,,False,Male,2022-10-14,RMT,UX,PT
0065J00000BmnfJ,Personal Interview,Spain,Closed lost,Organic Search,False,,2022-10-24,RMT,WD,FT
0065J00000BmnjQ,,Spain,Paid Deposit,Paid Search,False,Female,2022-10-21,RMT,WD,FT
0065J00000Bmnl7,Technical Interview,Tunisia,Closed lost,,False,Male,2022-11-02,BCN,DA,PT
0065J00000BmnlM,Personal Interview,Spain,Closed lost,Referral,False,,2022-10-06,MAD,DA,FT
0065J00000Bmnm5,,Spain,Paid Deposit,Paid Search,False,Male,2022-10-28,RMT,WD,FT
0065J00000BmnnD,Technical Interview,Spain,Closed lost,,False,Male,2022-10-13,MAD,DA,FT
0065J00000Bmoo7,Technical Interview,Spain,Closed lost,,False,Female,2022-11-14,BCN,UX,PT
0065J00000BmopF,Student Agreement,Spain,Closed lost,,False,Female,2022-12-23,BCN,UX,PT
0065J00000Bmorf,Technical Interview,Spain,Closed lost,,False,Male,2022-10-24,RMT,,PT
0065J00000BmqSr,Student Agreement,Spain,Closed lost,,False,Male,2022-10-25,MAD,DA,PT
0065J00000Bmqqy,Technical Interview,Spain,Closed lost,,False,Male,2022-11-22,RMT,DA,FT
0065J00000Bmr7B,Re-applied,Spain,Closed lost,,False,,2022-10-24,BCN,WD,PT
0065J00000BmrbB,Technical Interview,Spain,Closed lost,,False,Male,2022-11-02,RMT,WD,PT
0065J00000Bmrws,,Spain,Paid Deposit,Organic Search,False,Female,2022-11-03,BCN,UX,FT
0065J00000BmryK,Personal Interview,Spain,Closed lost,,False,Male,2022-10-11,MAD,DA,FT
0065J00000BmuA8,,Spain,Paid Deposit,,False,Female,2022-12-20,BCN,UX,FT
0065J00000BmuGV,Personal Interview,Spain,Closed lost,Other,False,,2022-11-28,RMT,WD,PT
0065J00000BmvGg,Technical Interview,Spain,Closed lost,Paid Search,False,Female,2022-11-14,MAD,UX,PT
0065J00000BtoDJ,,Spain,Paid Deposit,,False,Female,2022-08-05,MAD,DA,PT
0065J00000BtoHp,Student Agreement,United Kingdom,Closed lost,Organic Search,False,Male,2022-08-08,BCN,WD,FT
0065J00000BtoTv,Personal Interview,Spain,Closed lost,Organic Search,False,Male,2022-07-29,MAD,WD,FT
0065J00000BtoX9,,Spain,Paid Deposit,,False,Female,2022-09-26,RMT,DA,FT
0065J00000BtoZe,,Spain,Paid Deposit,,False,Male,2022-08-02,RMT,WD,FT
0065J00000CA8z4,Student Agreement,Spain,Closed lost,Direct,False,Male,2022-08-02,MAD,UX,FT
0065J00000CACW1,,Spain,Paid Deposit,Email,False,Female,2022-08-16,RMT,DA,FT
0065J00000CADyG,,Spain,Paid Deposit,Paid Search,False,Male,2022-07-28,RMT,DA,PT
0065J00000CAE0q,,Spain,Paid Deposit,Paid Search,False,Female,2022-07-28,BCN,UX,FT
0065J00000CAEVj,Student Agreement,Spain,Closed lost,Direct,False,Male,2022-08-08,BCN,UX,PT
0065J00000CAEb3,,Spain,Paid Deposit,Paid Search,False,Female,2022-07-29,MAD,DA,FT
0065J00000CAFWY,Technical Interview,Spain,Closed lost,Email,False,Female,2022-07-22,RMT,DA,PT
0065J00000CAGed,Student Agreement,Spain,Closed lost,Paid Search,False,Female,2022-09-01,RMT,DA,PT
0065J00000CAGna,Student Agreement,Spain,Closed lost,Paid Search,False,Female,2022-08-23,MAD,UX,FT
0065J00000CAGsp,,Spain,Paid Deposit,Organic Search,False,Male,2022-07-21,RMT,DA,FT
0065J00000CAHsb,,Spain,ISA won on account,Organic Search,False,Female,2022-08-17,MAD,UX,PT
0065J00000CAHyA,Technical Interview,Spain,Closed lost,Paid Search,False,Male,2022-08-11,MAD,DA,FT
0065J00000CAJ2N,Personal Interview,India,Closed lost,,False,,2022-08-05,MAD,WD,FT
0065J00000CAKOt,Student Agreement,Germany,Closed lost,Other,False,Female,2022-10-10,MAD,UX,FT
0065J00000CbP94,Personal Interview,Spain,Closed lost,Direct,False,,2022-10-24,RMT,WD,FT
0065J00000CbPCD,Technical Interview,Spain,Closed lost,,False,Male,2022-10-25,MAD,WD,PT
0065J00000CbQbY,Re-applied,Spain,Closed lost,,False,Female,2022-10-21,RMT,,PT
0065J00000CbRh8,,Spain,Paid Deposit,,False,Male,2022-11-08,MAD,DA,FT
0065J00000CbTqv,Student Agreement,Spain,Closed lost,,False,Male,2022-11-14,BCN,WD,FT
0065J00000CbUha,Personal Interview,Spain,Closed lost,Direct,False,Male,2022-10-25,RMT,WD,PT
0065J00000CbUin,Personal Interview,Spain,Closed lost,,False,,2022-10-26,MAD,WD,PT
0065J00000CbUix,Personal Interview,Spain,Closed lost,,False,,2022-10-25,RMT,,FT
0065J00000CbUjR,,United Kingdom,Paid Deposit,Direct,False,,2022-12-21,BCN,DA,FT
0065J00000CbUm1,,Spain,Paid Deposit,Organic Search,False,Male,2022-11-23,RMT,WD,FT
0065J00000CbUoR,Personal Interview,Canada,Closed lost,,False,,2022-11-28,BCN,DA,FT
0065J00000CbViU,Technical Interview,Spain,Closed lost,,False,Female,2022-11-14,BCN,DA,PT
0065J00000CbVup,Technical Interview,Spain,Closed lost,Email,False,Male,2022-11-16,MAD,WD,PT
0065J00000CbWXc,,Spain,Paid Deposit,,False,Male,2022-11-08,MAD,UX,FT
0065J00000CbWZ4,,Spain,Paid Deposit,Paid Search,True,Male,2022-12-12,MAD,WD,FT
0065J00000CbYBT,Technical Interview,Spain,Closed lost,Paid Search,False,Male,2022-11-16,MAD,DA,PT
0065J00000CbYD5,Technical Interview,Spain,Closed lost,Referral,False,Male,2022-11-02,MAD,DA,FT
0065J00000CbZaA,Technical Interview,Spain,Closed lost,Other,False,Male,2022-11-14,MAD,DA,PT
0065J00000CbZrz,,Spain,Paid Deposit,Paid Search,True,Female,2022-12-16,MAD,WD,PT
0065J00000Cbivt,,Spain,Paid Deposit,,False,Female,2022-11-30,RMT,WD,PT
0065J00000Cbk4w,,Spain,Paid Deposit,,False,Male,2022-11-23,MAD,DA,FT
0065J00000CbnPJ,,Spain,ISA won on account,Email,False,Female,2023-01-09,RMT,DA,PT
0065J00000Cbq6o,Technical Interview,Spain,Closed lost,Organic Search,False,Male,2022-11-23,RMT,DA,PT
0065J00000CbqhB,Technical Interview,Spain,Closed lost,Paid Search,False,Male,2022-11-28,RMT,,PT
0065J00000CbvHG,,Spain,Paid Deposit,,False,Male,2022-12-05,BCN,WD,FT
0065J00000CbwMC,Student Agreement,New Zealand,Closed lost,,False,Male,2023-01-27,MAD,WD,PT
0065J00000CbxeC,Personal Interview,Spain,Closed lost,Direct,False,Female,2022-11-15,RMT,WD,FT
0065J00000CbxfZ,Student Agreement,Spain,Closed lost,Paid Search,False,Male,2023-01-15,RMT,WD,PT
0065J00000CbxuU,Re-applied,Spain,Closed lost,,False,Female,2022-11-24,RMT,WD,FT
0065J00000CbyPS,Technical Interview,Spain,Closed lost,Paid Search,False,Male,2022-11-23,BCN,WD,PT
0065J00000CbyW9,,Spain,ISA won on account,Organic Search,False,Male,2022-12-19,BCN,WD,FT
0065J00000CbyqE,Technical Interview,Spain,Closed lost,Social,False,Female,2022-11-18,RMT,DA,PT
0065J00000Cc0jj,Technical Interview,Spain,Closed lost,Paid Search,False,Female,2022-11-28,RMT,UX,FT
0065J00000Cc0m9,,Spain,Paid Deposit,,False,Male,2022-11-28,BCN,DA,FT
0065J00000Cc0o5,Personal Interview,Spain,Closed lost,Other,False,,2022-11-18,RMT,,FT
0065J00000Cc0wE,Technical Interview,Spain,Closed lost,Paid Search,False,Female,2022-11-23,MAD,WD,PT
0065J00000Cc0yo,Technical Interview,Spain,Closed lost,,False,Male,2022-11-23,RMT,,PT
0065J00000Cc1BX,Technical Interview,Spain,Closed lost,Paid Search,False,Male,2022-11-28,MAD,WD,PT
0065J00000Cc2if,Re-applied,Spain,Closed lost,,False,Male,2022-11-23,MAD,WD,FT
0065J00000Cc4uh,,Spain,Paid Deposit,,False,Male,2022-12-23,RMT,DA,PT
0065J00000Cc53j,Personal Interview,Spain,Closed lost,Email,False,,2022-12-16,RMT,,PT
0065J00000Cc5DA,Technical Interview,Spain,Closed lost,Email,False,Female,2022-12-02,RMT,WD,FT
0065J00000Cc5Fz,Personal Interview,Spain,Closed lost,,False,,2022-11-28,RMT,UX,PT
0065J00000Cc65b,,Spain,Paid Deposit,Paid Search,False,Female,2022-12-07,MAD,UX,FT
0065J00000Cc6KC,Student Agreement,Spain,Closed lost,Other,False,Female,2022-12-20,MAD,WD,FT
0065J00000Cc76V,Personal Interview,Germany,Closed lost,Direct,False,Female,2022-12-01,BCN,UX,FT
0065J00000Cc76a,Personal Interview,Germany,Closed lost,Direct,False,Female,2022-11-24,BCN,UX,FT
0065J00000Cc78M,Personal Interview,Spain,Closed lost,Paid Search,False,Female,2022-11-24,RMT,DA,PT
0065J00000Cc7Bu,Technical Interview,United Kingdom,Closed lost,Organic Search,False,Male,2022-11-30,BCN,UX,PT
0065J00000Cc7rb,,Spain,Paid Deposit,Organic Search,False,Male,2022-11-29,MAD,DA,FT
0065J00000Cc7s0,,Spain,ISA won on account,Referral,False,Female,2022-12-29,MAD,DA,PT
0065J00000Cc80i,Personal Interview,Spain,Closed lost,Paid Search,False,,2022-12-16,RMT,DA,PT
0065J00000Cc9U0,Student Agreement,Spain,Closed lost,Direct,False,Male,2023-01-18,BCN,DA,PT
0065J00000Cc9lG,,Spain,ISA won on account,Organic Search,False,Male,2022-12-20,RMT,WD,FT
0065J00000CcAK1,,Spain,Paid Deposit,Paid Search,False,Female,2023-01-20,BCN,UX,PT
0065J00000CcAWM,Student Agreement,Spain,Closed lost,Paid Search,False,Male,2023-01-10,RMT,UX,FT
0065J00000CcAWl,Personal Interview,Spain,Closed lost,Organic Search,False,,2022-12-01,RMT,DA,PT
0065J00000CcAa4,Student Agreement,Spain,Closed lost,Paid Search,False,Male,2023-01-10,RMT,DA,FT
0065J00000CcD5j,,Spain,Paid Deposit,Paid Search,False,Male,2022-12-09,RMT,WD,FT
0065J00000CcDHp,,Spain,Paid Deposit,Organic Search,False,Male,2022-12-07,RMT,DA,FT
0065J00000CcECb,Personal Interview,Spain,Closed lost,Email,False,,2022-12-07,RMT,,FT
0065J00000CcFIM,,Spain,Paid Deposit,,True,Male,2022-12-16,MAD,DA,FT
0065J00000CcFzt,Technical Interview,Spain,Closed lost,Social,False,Male,2022-12-13,BCN,DA,FT
0065J00000CcGqo,Technical Interview,Spain,Closed lost,Other,False,Male,2023-01-15,MAD,UX,FT
0065J00000CcJDn,Technical Interview,Spain,Closed lost,Email,False,Male,2022-12-19,RMT,,FT
0065J00000CcJIT,Personal Interview,Spain,Closed lost,Social,False,Female,2022-12-07,RMT,UX,PT
0065J00000CcJQ3,Personal Interview,Spain,Closed lost,Other,False,,2022-12-16,RMT,UX,FT
0065J00000CcK56,Technical Interview,Spain,Closed lost,,False,Female,2022-12-22,MAD,UX,PT
0065J00000CcLJi,Personal Interview,Spain,Closed lost,Email,False,Female,2022-12-09,RMT,DA,PT
0065J00000CcMuG,Personal Interview,Spain,Closed lost,Other,False,,2022-12-12,RMT,,PT
0065J00000CcNCL,,Spain,ISA won on account,,False,Male,2023-01-10,RMT,,FT
0065J00000CcODL,Technical Interview,Spain,Closed lost,Email,False,Female,2023-01-15,MAD,UX,FT
0065J00000CcODO,,Spain,Paid Deposit,,False,Male,2023-03-10,RMT,WD,FT
0065J00000CcP8F,Personal Interview,Spain,Closed lost,Paid Search,False,Female,2022-12-16,RMT,WD,FT
0065J00000CcPLs,Student Agreement,Spain,Closed lost,Direct,False,Male,2023-01-27,MAD,WD,PT
0065J00000CcPQs,Technical Interview,Spain,Closed lost,Email,False,Female,2022-12-19,BCN,DA,FT
0065J00000CcQMc,Technical Interview,Spain,Closed lost,Other,False,Male,2023-01-23,RMT,,PT
0065J00000CcQVo,Student Agreement,Spain,Closed lost,Paid Search,False,Female,2023-01-12,RMT,DA,PT
0065J00000CcRCO,Re-applied,Spain,Closed lost,,False,Male,2022-12-16,BCN,UX,PT
0065J00000CcRHx,Personal Interview,Spain,Closed lost,Paid Search,False,Female,2022-12-16,MAD,DA,PT
0065J00000CcSq5,Personal Interview,Spain,Closed lost,,False,Male,2022-12-19,BCN,WD,PT
0065J00000CcTd2,Technical Interview,Nigeria,Closed lost,Email,False,Male,2023-01-15,BCN,WD,FT
0065J00000CcUdz,Student Agreement,Spain,Closed lost,Paid Search,False,Female,2023-02-07,MAD,WD,PT
0065J00000CcVR1,Re-applied,Spain,Closed lost,,False,Male,2022-12-23,MAD,WD,FT
0065J00000CcVsl,,Belgium,Paid Deposit,,True,Male,2023-01-17,BCN,UX,FT
0065J00000CcVuD,,Spain,Paid Deposit,Organic Search,False,Female,2023-01-12,BCN,UX,PT
0065J00000CcVvp,Personal Interview,Spain,Closed lost,Organic Search,False,,2022-12-23,MAD,WD,PT
0065J00000CcXKg,Re-applied,Spain,Closed lost,,False,Male,2023-01-17,RMT,WD,FT
0065J00000CcXma,Personal Interview,Spain,Closed lost,Other,False,,2023-01-15,RMT,WD,PT
0065J00000Cca4c,Technical Interview,Spain,Closed lost,Paid Search,False,Male,2023-01-18,RMT,DA,FT
0065J00000CcahA,,Spain,Paid Deposit,,True,Female,2023-01-12,MAD,WD,FT
0065J00000CcakJ,Personal Interview,Spain,Closed lost,Paid Search,False,,2023-01-15,RMT,WD,FT
0065J00000Cccdy,Personal Interview,Spain,Closed lost,Direct,False,,2023-01-15,RMT,WD,FT
0065J00000Cccfk,,Spain,Paid Deposit,,False,Male,2023-01-09,MAD,WD,FT
0065J00000Ccegk,Personal Interview,Spain,Closed lost,Paid Search,False,,2023-01-15,RMT,,FT
0065J00000Ccgeq,,Spain,Paid Deposit,Direct,False,Male,2023-02-16,BCN,UX,PT
0065J00000Ccgha,Personal Interview,Spain,Closed lost,Organic Search,False,,2023-01-09,BCN,DA,FT
0065J00000CcjD9,Personal Interview,Spain,Closed lost,Paid Search,False,,2023-01-15,MAD,UX,FT
0065J00000CcjE7,,Spain,Paid Deposit,Organic Search,False,Female,2023-02-13,BCN,WD,FT
0065J00000CcjZA,Personal Interview,Spain,Closed lost,Organic Search,False,,2023-01-23,RMT,WD,FT
0065J00000CcjZe,Technical Interview,Spain,Closed lost,Paid Search,False,Male,2023-01-18,RMT,WD,FT
0065J00000CclIu,Personal Interview,Spain,Closed lost,,False,,2023-01-23,RMT,,PT
0065J00000CclSp,Personal Interview,Spain,Closed lost,Paid Search,False,,2023-01-23,MAD,WD,FT
0065J00000CclqS,Student Agreement,Spain,Closed lost,Paid Search,False,Male,2023-02-14,MAD,DA,FT
0065J00000CcmbY,Re-applied,Spain,Closed lost,,False,Male,2023-01-17,BCN,WD,PT
0065J00000CcoeK,Personal Interview,Spain,Closed lost,Email,False,,2023-01-17,RMT,,PT
0065J00000Ccof3,Student Agreement,Spain,Closed lost,Paid Search,False,Male,2023-01-27,MAD,WD,PT
0065J00000Ccreh,Personal Interview,Spain,Closed lost,Paid Search,False,Female,2023-01-25,BCN,DA,PT
0065J00000Ccrl4,Personal Interview,Spain,Closed lost,Paid Search,False,,2023-01-17,RMT,DA,FT
0065J00000CcroI,,Spain,Paid Deposit,Paid Search,False,Male,2023-01-20,MAD,WD,FT
0065J00000Ccrs0,Personal Interview,Spain,Closed lost,Other,False,,2023-01-17,BCN,WD,FT
0065J00000Ccruk,Technical Interview,Spain,Closed lost,Other,False,Male,2023-01-23,BCN,DA,FT
0065J00000CcsEV,Personal Interview,Spain,Closed lost,Paid Search,False,Female,2023-01-25,RMT,DA,PT
0065J00000CcsIS,Personal Interview,Spain,Closed lost,Paid Search,False,Male,2023-01-17,BCN,WD,PT
0065J00000CctRV,Technical Interview,Spain,Closed lost,,False,Female,2023-01-23,MAD,UX,PT
0065J00000CcwUX,,Spain,Paid Deposit,Direct,False,Male,2023-01-20,MAD,WD,PT
0065J00000CcwY0,,Spain,ISA won on account,Paid Search,False,Male,2023-01-26,RMT,,FT
0065J00000Ccwj8,Personal Interview,Spain,Closed lost,Email,False,Male,2023-01-18,RMT,WD,FT
0065J00000Ccyz8,Technical Interview,Spain,Closed lost,Paid Search,False,Male,2023-01-24,MAD,WD,FT
0065J00000CczNy,Re-applied,Spain,Closed lost,,False,Female,2023-01-24,MAD,UX,FT
0065J00000Cd0BA,Student Agreement,Spain,Closed lost,Paid Search,False,Female,2023-01-24,MAD,WD,PT
0065J00000Cd0CD,,Spain,Paid Deposit,,False,Male,2023-01-27,RMT,WD,FT
0065J00000Cd1eD,,Spain,Paid Deposit,Organic Search,False,Male,2023-01-24,MAD,DA,PT
0065J00000Cd2E6,,Spain,Paid Deposit,,False,Female,2023-01-25,MAD,DA,PT
0065J00000Cd3XF,Personal Interview,Spain,Closed lost,Email,False,Male,2023-01-25,RMT,WD,PT
0065J00000Cd3i2,Personal Interview,Spain,Closed lost,Social,False,,2023-01-24,MAD,UX,PT
0065J00000Cd3iv,Personal Interview,Spain,Closed lost,Paid Search,False,Male,2023-01-24,BCN,UX,PT
0065J00000Cd3j5,Personal Interview,Spain,Closed lost,Direct,False,,2023-01-24,BCN,UX,PT
0065J00000Cd3kI,Personal Interview,Spain,Closed lost,Other,False,Male,2023-01-24,RMT,,PT
0065J00000Cd3kc,Personal Interview,Spain,Closed lost,Organic Search,False,Male,2023-01-24,RMT,DA,FT
0065J00000Cd3lB,Personal Interview,Spain,Closed lost,Other,False,Male,2023-01-24,MAD,WD,FT
0065J00000Cd5Lh,Personal Interview,Spain,Closed lost,Paid Search,False,,2023-03-01,RMT,WD,PT
